Header Information_RECTYPE,TABLE,TABLE_NUMBER,TABLE_DESCRIPTION,SECTION,SECTION_DESCRIPTION,PART,PART_DESCRIPTION,ORDER,Variable Information_RECTYPE,VARIABLE_NAME,VARIABLE_DESCRIPTION,START_POSITION,FORMAT,CHANGE,CHANGE_TYPE
EAPA,EXPN,6,Detailed Expenditures Files,6,"Appliances, Household Equipment, and Other Selected Items",A,Purchase of Household Appliances,24,EAPA,QYEAR,"Year and quarter of the interview, for use in matching to the other files
 CODED
 20121  2012, 1st quarter
 20122  2012, 2nd quarter
 20123  2012, 3rd quarter
 20124  2012, 4th quarter
 20131  2013, 1st quarter
 BLS derived",1,CHAR(5),,
ERNT,EXPN,6,Detailed Expenditures Files,2,Rented Living Quarters (all),A/B,"Rental Payments, Facilities, and Services",12,ERNT,QRT3MCMX,"Total rental payments made in reference period, adjusted for business and rooms rented to others.  Includes extra charges for garage and parking facilities.
 BLS derived
",86,NUM(8)
ERNT,EXPN,6,Detailed Expenditures Files,2,Rented Living Quarters (all),A/B,"Rental Payments, Facilities, and Services",12,ERNT,QRT3_CMX,"
",94,CHAR(1)
ERNT,EXPN,6,Detailed Expenditures Files,2,Rented Living Quarters (all),A/B,"Rental Payments, Facilities, and Services",12,ERNT,RTTELEPH,"Rental payment includes telephone services?
      1  Yes
      2  No",94,CHAR(1)
ERNT,EXPN,6,Detailed Expenditures Files,2,Rented Living Quarters (all),A/B,"Rental Payments, Facilities, and Services",12,ERNT,RTTE_EPH,RTTELEPH Flag,95,CHAR(1)
ERNT,EXPN,6,Detailed Expenditures Files,2,Rented Living Quarters (all),A/B,"Rental Payments, Facilities, and Services",12,ERNT,RTTVCABL,"Rental payment includes television services?
      1  Yes
      2  No",96,CHAR(1)
ERNT,EXPN,6,Detailed Expenditures Files,2,Rented Living Quarters (all),A/B,"Rental Payments, Facilities, and Services",12,ERNT,RTTV_ABL,RTTVCABL Flag,97,CHAR(1)
ERNT,EXPN,6,Detailed Expenditures Files,2,Rented Living Quarters (all),A/B,"Rental Payments, Facilities, and Services",12,ERNT,RTINTRNT,"Rental payment includes internet services?
      1  Yes
      2  No",98,CHAR(1)
ERNT,EXPN,6,Detailed Expenditures Files,2,Rented Living Quarters (all),A/B,"Rental Payments, Facilities, and Services",12,ERNT,RTIN_RNT,RTINTRNT Flag,99,CHAR(1)
ERNT,EXPN,6,Detailed Expenditures Files,2,Rented Living Quarters (all),A/B,"Rental Payments, Facilities, and Services",12,ERNT,RTFUNSH,"Rental payment includes furniture?
      1  Yes
      2  No",100,CHAR(1)
ERNT,EXPN,6,Detailed Expenditures Files,2,Rented Living Quarters (all),A/B,"Rental Payments, Facilities, and Services",12,ERNT,RTFUNSH_,RTFUNSH Flag,101,CHAR(1)
ERTV,EXPN,6,Detailed Expenditures Files,10,Rented and Leased Vehicles,A.1,Screening Questions,33,ERTV,QYEAR,"Year and quarter of the interview, for use in matching to the other files
 CODED
 20121  2012, 1st quarter
 20122  2012, 2nd quarter
 20123  2012, 3rd quarter
 20124  2012, 4th quarter
 20131  2013, 1st quarter
 BLS derived",1,CHAR(5)
ERTV,EXPN,6,Detailed Expenditures Files,10,Rented and Leased Vehicles,A.1,Screening Questions,33,ERTV,NEWID,"CU identification number.  Digits 1-7 (CU sequence number, 1 through 9999999) uniquely identify the CU.  Digit 8 is the interview number, 2 through 5.
 It is possible for a CU to skip an interview.  For example, a CU could have a 2nd, 3rd and 5th interview but no 4th interview.
Values of NEWID contain a leading zero. Therefore it will appear the NEWIDs are 7 numbers long, when they are in fact 8 numbers.
 BLS derived",6,NUM(8)
ERTV,EXPN,6,Detailed Expenditures Files,10,Rented and Leased Vehicles,A.1,Screening Questions,33,ERTV,SEQNO,"Sequence number, uniquely identifies each EXPN record based on order of entries on survey questionnaire
 BLS derived
",14,NUM(3)
ERTV,EXPN,6,Detailed Expenditures Files,10,Rented and Leased Vehicles,A.1,Screening Questions,33,ERTV,ALCNO,"Allocation number, field in common to all rows.  Identifies rows that are the result of allocation.  If ALCNO is greater than zero then the observation is a result of allocation. ALCNO can be used in conjunction with SEQNO to derive a value which has been allocated and written over with the flag H (see the notes under ""ALLOCATION AND RECORD ORIGIN"" for
 instructions).
 BLS derived
",17,NUM(3)
ERTV,EXPN,6,Detailed Expenditures Files,10,Rented and Leased Vehicles,A.1,Screening Questions,33,ERTV,REC_ORIG,"Describes the origin of the record, field in common to all records (see ""ALLOCATION AND RECORD ORIGIN"" for the codes and their descriptions).
 BLS derived
",20,CHAR(1)
ERTV,EXPN,6,Detailed Expenditures Files,10,Rented and Leased Vehicles,A.1,Screening Questions,33,ERTV,RENTCODE,"Vehicle code
CODED
100 Automobile
110 Truck, including vans
120 Motorized camper-coach
130 Trailer-type camper
140 Other attachable-type camper
150 Motorcycle, motor scooter or moped (motorized bicycle)
160 Boat, with a motor
170 Boat, without a motor
180 Trailer other than camper type, such as for a boat or
cycle
200 Any other vehicle
CAPI Section 10",21,CHAR(3)
ERTV,EXPN,6,Detailed Expenditures Files,10,Rented and Leased Vehicles,A.1,Screening Questions,33,ERTV,RENT_ODE,"
",24,CHAR(1)
ERTV,EXPN,6,Detailed Expenditures Files,10,Rented and Leased Vehicles,A.1,Screening Questions,33,ERTV,BSNSPCTZ,"What percent of the total rental expenses were (will be) deducted as business expenses, reimbursed, or paid by someone else?
 CAPI Section 10
",25,"NUM(3,2)"
ERTV,EXPN,6,Detailed Expenditures Files,10,Rented and Leased Vehicles,A.1,Screening Questions,33,ERTV,BSNS_CTZ,"
",28,CHAR(1)
ERTV,EXPN,6,Detailed Expenditures Files,10,Rented and Leased Vehicles,A.1,Screening Questions,33,ERTV,QADRENTX,"Amount paid for renting vehicle, adjusted for business
  BLS derived",29,NUM(8)
ERTV,EXPN,6,Detailed Expenditures Files,10,Rented and Leased Vehicles,A.1,Screening Questions,33,ERTV,QADR_NTX,"
",37,CHAR(1)
ERTV,EXPN,6,Detailed Expenditures Files,10,Rented and Leased Vehicles,A.1,Screening Questions,33,ERTV,ANYVACAT,"Was it rented solely for use on a vacation, overnight trip, or a trip of 75 miles or more one way?
 CODED
 1  Yes
 2  No
 CAPI Section 10
",47,CHAR(1)
ERTV,EXPN,6,Detailed Expenditures Files,10,Rented and Leased Vehicles,A.1,Screening Questions,33,ERTV,ANYV_CAT,"
",48,CHAR(1)
ESUB,EXPN,6,Detailed Expenditures Files,17,"Subscriptions, Memberships, Books, and Entertainment Expenses",A,Subscriptions and Memberships,46,ESUB,QYEAR,"Year and quarter of the interview, for use in matching to the other files
 CODED
 20121  2012, 1st quarter
 20122  2012, 2nd quarter
 20123  2012, 3rd quarter
 20124  2012, 4th quarter
 20131  2013, 1st quarter
 BLS derived",1,CHAR(5)
ESUB,EXPN,6,Detailed Expenditures Files,17,"Subscriptions, Memberships, Books, and Entertainment Expenses",A,Subscriptions and Memberships,46,ESUB,NEWID,"CU identification number.  Digits 1-7 (CU sequence number, 1 through 9999999) uniquely identify the CU.  Digit 8 is the interview number, 2 through 5.
 It is possible for a CU to skip an interview.  For example, a CU could have a 2nd, 3rd and 5th interview but no 4th interview.
Values of NEWID contain a leading zero. Therefore it will appear the NEWIDs are 7 numbers long, when they are in fact 8 numbers.
 BLS derived",6,NUM(8)
ESUB,EXPN,6,Detailed Expenditures Files,17,"Subscriptions, Memberships, Books, and Entertainment Expenses",A,Subscriptions and Memberships,46,ESUB,SEQNO,"Sequence number, uniquely identifies each EXPN record based on order of entries on survey questionnaire
 BLS derived
",14,NUM(3)
ESUB,EXPN,6,Detailed Expenditures Files,17,"Subscriptions, Memberships, Books, and Entertainment Expenses",A,Subscriptions and Memberships,46,ESUB,ALCNO,"Allocation number, field in common to all rows.  Identifies rows that are the result of allocation.  If ALCNO is greater than zero then the observation is a result of allocation. ALCNO can be used in conjunction with SEQNO to derive a value which has been allocated and written over with the flag H (see the notes under ""ALLOCATION AND RECORD ORIGIN"" for
 instructions).
 BLS derived
",17,NUM(3)
ESUB,EXPN,6,Detailed Expenditures Files,17,"Subscriptions, Memberships, Books, and Entertainment Expenses",A,Subscriptions and Memberships,46,ESUB,REC_ORIG,"Describes the origin of the record, field in common to all records (see ""ALLOCATION AND RECORD ORIGIN"" for the codes and their descriptions).
 BLS derived
",20,CHAR(1)
ESUB,EXPN,6,Detailed Expenditures Files,17,"Subscriptions, Memberships, Books, and Entertainment Expenses",A,Subscriptions and Memberships,46,ESUB,S17CODEA,"Item code
 CODED
 150  Subscriptions to newspapers, magazines, or periodicals, including online subscriptions
 200  Books purchased from a book club
 500  Theater, concert, opera, or other musical series, season tickets.
 600  Season tickets to sporting events
 700  Encyclopedias or other reference books  
 800  Golf courses, country clubs, and other social organizations
 830  Health clubs, fitness centers, swimming pools, weight loss centers, or other sports and recreational organizations
 810  Civic, service, or fraternal organizations  
 820  Credit card membership fees
 840 Shopping club membership fees including warehouse clubs, like Samn s»G@iablÌEüêk6œank: QLOANM3Q, Q¿∆ú∆å∆®4'ê∆Ä0∆
Õ
Aet begun, the variables will be Bto b»ÄINTMp≈PRIMiX=PAYMENTX - QVINT",21,CHAR(3)
ESUB,EXPN,6,Detailed Expenditures Files,17,"Subscriptions, Memberships, Books, and Entertainment Expenses",A,Subscriptions and Memberships,46,ESUB,S17C_DEA,"
",24,CHAR(1)
ESUB,EXPN,6,Detailed Expenditures Files,17,"Subscriptions, Memberships, Books, and Entertainment Expenses",A,Subscriptions and Memberships,46,ESUB,S17GFTCA,"Was subscription or membership expense purchased for own use or as a gift?
 CODED
 1  Purchased for CU
 2  Purchased for someone outside CU
 CAPI Section 17
",25,CHAR(1)
ESUB,EXPN,6,Detailed Expenditures Files,17,"Subscriptions, Memberships, Books, and Entertainment Expenses",A,Subscriptions and Memberships,46,ESUB,S17G_TCA,"
",26,CHAR(1)
ESUB,EXPN,6,Detailed Expenditures Files,17,"Subscriptions, Memberships, Books, and Entertainment Expenses",A,Subscriptions and Memberships,46,ESUB,QSUB3MCX,"Amount paid for subscriptions and memberships during reference period
 BLS derived
",27,NUM(8)
ESUB,EXPN,6,Detailed Expenditures Files,17,"Subscriptions, Memberships, Books, and Entertainment Expenses",A,Subscriptions and Memberships,46,ESUB,QSUB_MCX,"
",35,CHAR(1)
ETRD,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,A,100% Reimbursed Trips,48,ETRD,QYEAR,"Year and quarter of the interview, for use in matching to the other files
 CODED
 20121  2012, 1st quarter
 20122  2012, 2nd quarter
 20123  2012, 3rd quarter
 20124  2012, 4th quarter
 20131  2013, 1st quarter
 BLS derived",1,CHAR(5)
ETRD,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,A,100% Reimbursed Trips,48,ETRD,NEWID,"CU identification number.  Digits 1-7 (CU sequence number, 1 through 9999999) uniquely identify the CU.  Digit 8 is the interview number, 2 through 5.
 It is possible for a CU to skip an interview.  For example, a CU could have a 2nd, 3rd and 5th interview but no 4th interview.
Values of NEWID contain a leading zero. Therefore it will appear the NEWIDs are 7 numbers long, when they are in fact 8 numbers.
 BLS derived",6,NUM(8)
ETRD,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,A,100% Reimbursed Trips,48,ETRD,SEQNO,"Sequence number, uniquely identifies each EXPN record based on order of entries on survey questionnaire
 BLS derived
",14,NUM(3)
ETRD,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,A,100% Reimbursed Trips,48,ETRD,ALCNO,"Allocation number, field in common to all rows.  Identifies rows that are the result of allocation.  If ALCNO is greater than zero then the observation is a result of allocation. ALCNO can be used in conjunction with SEQNO to derive a value which has been allocated and written over with the flag H (see the notes under ""ALLOCATION AND RECORD ORIGIN"" for
 instructions).
 BLS derived
",17,NUM(3)
ETRD,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,A,100% Reimbursed Trips,48,ETRD,REC_ORIG,"Describes the origin of the record, field in common to all records (see ""ALLOCATION AND RECORD ORIGIN"" for the codes and their descriptions).
 BLS derived
",20,CHAR(1)
ETRD,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,A,100% Reimbursed Trips,48,ETRD,NUMYUPD,"Number of trips ENTIRELY paid for by NON-CU members
  CAPI Section 18",21,NUM(2)
ETRD,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,A,100% Reimbursed Trips,48,ETRD,NUMYUPD_,"
",23,CHAR(1)
ETRD,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,A,100% Reimbursed Trips,48,ETRD,TOTYUPDX,"What was the total amount of expenses on this (these trips) that will not be covered by a business, employer, or other non-CU member?
 CAPI Section 18
",24,NUM(8)
ETRD,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,A,100% Reimbursed Trips,48,ETRD,TOTY_PDX,"
",32,CHAR(1)
ETRD,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,A,100% Reimbursed Trips,48,ETRD,TOTYUPDY,"Type of expense paid by CU
 CODED
 100  Meals at restaurant minus alcohol
 110  Alcohol
 120  Gasoline and oil
 130  Lodging
 140  Highway tolls
 150  Plane fare
 160  Train fare
 170  Bus fare
 180  Ship fare
 190  Taxi fare
 200  Miscellaneous expenses
 210  Entertainment expenses
 220  Sports expenses
 BLS derived
",33,CHAR(3)
ETRD,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,A,100% Reimbursed Trips,48,ETRD,TOTY_PDY,"
",36,CHAR(1)
ETRE,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,E,Trip Expenses for Non CU Members,50,ETRE,QYEAR,"Year and quarter of the interview, for use in matching to the other files
 CODED
 20121  2012, 1st quarter
 20122  2012, 2nd quarter
 20123  2012, 3rd quarter
 20124  2012, 4th quarter
 20131  2013, 1st quarter
 BLS derived",1,CHAR(5)
ETRE,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,E,Trip Expenses for Non CU Members,50,ETRE,NEWID,"CU identification number.  Digits 1-7 (CU sequence number, 1 through 9999999) uniquely identify the CU.  Digit 8 is the interview number, 2 through 5.
 It is possible for a CU to skip an interview.  For example, a CU could have a 2nd, 3rd and 5th interview but no 4th interview.
Values of NEWID contain a leading zero. Therefore it will appear the NEWIDs are 7 numbers long, when they are in fact 8 numbers.
 BLS derived",6,NUM(8)
ETRE,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,E,Trip Expenses for Non CU Members,50,ETRE,SEQNO,"Sequence number, uniquely identifies each EXPN record based on order of entries on survey questionnaire
 BLS derived
",14,NUM(3)
ETRE,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,E,Trip Expenses for Non CU Members,50,ETRE,ALCNO,"Allocation number, field in common to all rows.  Identifies rows that are the result of allocation.  If ALCNO is greater than zero then the observation is a result of allocation. ALCNO can be used in conjunction with SEQNO to derive a value which has been allocated and written over with the flag H (see the notes under ""ALLOCATION AND RECORD ORIGIN"" for
 instructions).
 BLS derived
",17,NUM(3)
ETRE,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,E,Trip Expenses for Non CU Members,50,ETRE,REC_ORIG,"Describes the origin of the record, field in common to all records (see ""ALLOCATION AND RECORD ORIGIN"" for the codes and their descriptions).
 BLS derived
",20,CHAR(1)
ETRE,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,E,Trip Expenses for Non CU Members,50,ETRE,NUMNONCU,"Since the 1st of (month, three months ago), how many trips have you (has your CU) paid in full or in part for any non-CU members?
 CAPI Section 18
",21,NUM(2)
ETRE,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,E,Trip Expenses for Non CU Members,50,ETRE,NUMN_NCU,"
",23,CHAR(1)
ETRE,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,E,Trip Expenses for Non CU Members,50,ETRE,TRNONCUX,"What was the total amount that you (your CU) paid for that trip (those trips)?
 BLS derived
",24,NUM(8)
ETRE,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,E,Trip Expenses for Non CU Members,50,ETRE,TRNO_CUX,"
",32,CHAR(1)
ETRE,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,E,Trip Expenses for Non CU Members,50,ETRE,TRNONCUY,"Type of expense paid for non-CU members
 CODED
 100  Meals at restaurant minus alcohol
 110  Alcohol
 120  Gasoline and oil
 130  Lodging
 140  Highway tolls
 150  Plane fare
 160  Train fare
 170  Bus fare
 180  Ship fare
 190  Taxi fare
 200  Miscellaneous expenses
 210  Entertainment expenses
 220  Sports expenses
 BLS derived
",33,CHAR(3)
ETRE,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,E,Trip Expenses for Non CU Members,50,ETRE,TRNO_CUY,"
",36,CHAR(1)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,QYEAR,"Year and quarter of the interview, for use in matching to the other files
 CODED
 20121  2012, 1st quarter
 20122  2012, 2nd quarter
 20123  2012, 3rd quarter
 20124  2012, 4th quarter
 20131  2013, 1st quarter
 BLS derived",1,CHAR(5)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,NEWID,"CU identification number.  Digits 1-7 (CU sequence number, 1 through 9999999) uniquely identify the CU.  Digit 8 is the interview number, 2 through 5.
 It is possible for a CU to skip an interview.  For example, a CU could have a 2nd, 3rd and 5th interview but no 4th interview.
Values of NEWID contain a leading zero. Therefore it will appear the NEWIDs are 7 numbers long, when they are in fact 8 numbers.
 BLS derived",6,NUM(8)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,SEQNO,"Sequence number, uniquely identifies each EXPN record based on order of entries on survey questionnaire
 BLS derived
",14,NUM(3)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,ALCNO,"Allocation number, field in common to all rows.  Identifies rows that are the result of allocation.  If ALCNO is greater than zero then the observation is a result of allocation. ALCNO can be used in conjunction with SEQNO to derive a value which has been allocated and written over with the flag H (see the notes under ""ALLOCATION AND RECORD ORIGIN"" for
 instructions).
 BLS derived
",17,NUM(3)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,REC_ORIG,"Describes the origin of the record, field in common to all records (see ""ALLOCATION AND RECORD ORIGIN"" for the codes and their descriptions).
 BLS derived
",20,CHAR(1)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,NUMLOC,"How many nights did you (or any members of your CU) spend away from home on this stay?
 CAPI Section 18
",21,NUM(2)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,NUMLOC_,"
",23,CHAR(1)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,LOCLODGX,"Cost for hotels, motels, cottages, trailer camps, or other lodging, including taxes and tips
 BLS derived
",24,NUM(8)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,LOCL_DGX,"
",32,CHAR(1)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,ALCMEALX,"Cost for alcoholic beverages at restaurants, bars, or fast food places, including taxes and tips
 BLS derived
",33,NUM(8)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,ALCM_ALX,"
",41,CHAR(1)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,ALCGROCX,"What was the cost for alcoholic beverages at grocery stores, convenience stores, or liquor stores, including taxes?
  CAPI Section 18",42,NUM(8)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,ALCG_OCX,"
",50,CHAR(1)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,LOCADMSX,"Amount paid for entertainment or admissions
 BLS derived
",51,NUM(8)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,LOCA_MSX,"
",59,CHAR(1)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,FOODLCDL,"Did the package deal include anything for food and beverages? CODED
 1  Yes
 2  No
 CAPI Section 18
",60,CHAR(1)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,FOOD_CDL,"
",61,CHAR(1)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,LODGLCDL,"Did the package deal include anything for lodging? CODED
 1  Yes
 2  No
 CAPI Section 18
",62,CHAR(1)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,LODG_CDL,"
",63,CHAR(1)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,ENTRLCDL,"Did the package deal include anything for entertainment? CODED
 1  Yes
 2  No
 CAPI Section 18
",64,CHAR(1)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,ENTR_CDL,"
",65,CHAR(1)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,ELSELCDL,"Did the package deal include anything for anything else? CODED
 1  Yes
 2  No
 CAPI Section 18
",66,CHAR(1)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,ELSE_CDL,"
",67,CHAR(1)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,QLCMLAX,"Cost of meals, snacks, or drinks at restaurants, bars, or fast food places, excluding alcoholic beverages
 BLS derived
",68,NUM(8)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,QLCMLAX_,"
",76,CHAR(1)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,QLCGLAX,"Cost of food or beverages at grocery stores, convenience stores, or liquor stores, excluding alcoholic beverages
 
 BLS derived",77,NUM(8)
ETRF,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,F,Local Overnight Stays,51,ETRF,QLCGLAX_,"
",85,CHAR(1)
ETRV,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,B,Trips Paid Entirely by CU and Partially Reimbursed Trips,49,ETRV,QYEAR,"Year and quarter of the interview, for use in matching to the other files
 CODED
 20121  2012, 1st quarter
 20122  2012, 2nd quarter
 20123  2012, 3rd quarter
 20124  2012, 4th quarter
 20131  2013, 1st quarter
 BLS derived",1,CHAR(5)
ETRV,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,B,Trips Paid Entirely by CU and Partially Reimbursed Trips,49,ETRV,NEWID,"CU identification number.  Digits 1-7 (CU sequence number, 1 through 9999999) uniquely identify the CU.  Digit 8 is the interview number, 2 through 5.
 It is possible for a CU to skip an interview.  For example, a CU could have a 2nd, 3rd and 5th interview but no 4th interview.
Values of NEWID contain a leading zero. Therefore it will appear the NEWIDs are 7 numbers long, when they are in fact 8 numbers.
 BLS derived",6,NUM(8)
ETRV,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,B,Trips Paid Entirely by CU and Partially Reimbursed Trips,49,ETRV,SEQNO,"Sequence number, uniquely identifies each EXPN record based on order of entries on survey questionnaire
 BLS derived
",14,NUM(3)
ETRV,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,B,Trips Paid Entirely by CU and Partially Reimbursed Trips,49,ETRV,ALCNO,"Allocation number, field in common to all rows.  Identifies rows that are the result of allocation.  If ALCNO is greater than zero then the observation is a result of allocation. ALCNO can be used in conjunction with SEQNO to derive a value which has been allocated and written over with the flag H (see the notes under ""ALLOCATION AND RECORD ORIGIN"" for
 instructions).
 BLS derived
",17,NUM(3)
ETRV,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,B,Trips Paid Entirely by CU and Partially Reimbursed Trips,49,ETRV,REC_ORIG,"Describes the origin of the record, field in common to all records (see ""ALLOCATION AND RECORD ORIGIN"" for the codes and their descriptions).
 BLS derived
",20,CHAR(1)
ETRV,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,B,Trips Paid Entirely by CU and Partially Reimbursed Trips,49,ETRV,WHATPART,"In what part of Section 18 of the questionnaire were trip expenses recorded?
 CODED
 1  Part B
 2  Part C
 BLS derived
",23,CHAR(1)
ETRV,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,B,Trips Paid Entirely by CU and Partially Reimbursed Trips,49,ETRV,WHAT_ART,"
",24,CHAR(1)
ETRV,EXPN,6,Detailed Expenditures Files,18,Trips and Vacations,B,Trips Paid Entirely by CU and Partially Reimbursed Trips,49,ETRV,TRIPIDBC,"Trip identification number
 CAPI Section 18
",25,NUM(2)
EINB,EXPN,6,Detailed Expenditures Files,13,Insurance other than Health,B,Detailed Questions,40,EINB,INSP_PY5,"
",44,CHAR(1)
EINB,EXPN,6,Detailed Expenditures Files,13,Insurance other than Health,B,Detailed Questions,40,EINB,INSPRPY6,"See INSPRPY1 for question and source.
",45,CHAR(2)
EINB,EXPN,6,Detailed Expenditures Files,13,Insurance other than Health,B,Detailed Questions,40,EINB,INSP_PY6,"
",47,CHAR(1)
EINB,EXPN,6,Detailed Expenditures Files,13,Insurance other than Health,B,Detailed Questions,40,EINB,PREMPAID,"Are the policy premiums paid . . .?  (Payer)
 CODED
 1  Entirely by CU
 2  Partially by CU and partially by someone outside the CU 
 3  Entirely by an employer or union
 4  Entirely by another group or persons outside the CU
 
  CAPI Section 13",48,CHAR(1)
EINB,EXPN,6,Detailed Expenditures Files,13,Insurance other than Health,B,Detailed Questions,40,EINB,PREM_AID,"
",49,CHAR(1)
EINB,EXPN,6,Detailed Expenditures Files,13,Insurance other than Health,B,Detailed Questions,40,EINB,PAYDEDPR,"Are any premiums paid through payroll deductions? (PREMPAID = 1 or 2 only)
 CODED
 1  Yes
 2  No
 CAPI Section 13
",50,CHAR(1)
EINB,EXPN,6,Detailed Expenditures Files,13,Insurance other than Health,B,Detailed Questions,40,EINB,PAYD_DPR,"
",51,CHAR(1)
EINB,EXPN,6,Detailed Expenditures Files,13,Insurance other than Health,B,Detailed Questions,40,EINB,QINSRDDZ,"Percent of vehicle expense paid by CU, adjusted for business, averaged over all owned vehicles  (The percentage is derived from a variable in Section 11, Part B.)
 QINSRDDZ = SUM(1-VEHBSNZ)/n
 BLS derived
",54,"NUM(4,2)"
EINB,EXPN,6,Detailed Expenditures Files,13,Insurance other than Health,B,Detailed Questions,40,EINB,QINS_DDZ,"
",58,CHAR(1)
EINB,EXPN,6,Detailed Expenditures Files,13,Insurance other than Health,B,Detailed Questions,40,EINB,QPROPDDZ,"Percent of owned property expense paid by CU, adjusted for business, averaged over all properties.  (The percentage is derived from a variable in Section 3, Part B.)
 QPROPDDZ = SUM(1-OBSNSZB)/n
 BLS derived
",59,"NUM(4,2)"
EINB,EXPN,6,Detailed Expenditures Files,13,Insurance other than Health,B,Detailed Questions,40,EINB,QPRO_DDZ,"
",63,CHAR(1)
EINB,EXPN,6,Detailed Expenditures Files,13,Insurance other than Health,B,Detailed Questions,40,EINB,QRTINDDZ,"Percent of rented property expense paid by CU, adjusted for business, averaged over all properties.  (The percentage is derived from a variable in Section 2.)
 QRTINDDZ = SUM(1-RTBSNSZ)/n
 BLS derived
",64,"NUM(4,2)"
